Area(23 Markets),Country/Area(23 Markets),Month (abbr),Purpose_of_visit_to_Japan,Visitor Arrivals,Year
Southeast Asia & India,Malaysia,Apr.,Business,"2,209",2019
Southeast Asia & India,Malaysia,May,Business,"2,137",2019
Southeast Asia & India,Malaysia,Jun.,Business,"2,280",2019
Southeast Asia & India,Malaysia,Jul.,Business,"2,233",2019
Southeast Asia & India,Malaysia,Aug.,Business,"1,790",2019
Southeast Asia & India,Malaysia,Sep.,Business,"2,525",2019
Southeast Asia & India,Malaysia,Oct.,Business,"2,763",2019
Southeast Asia & India,Malaysia,Nov.,Business,"3,041",2019
Southeast Asia & India,Malaysia,Dec.,Business,"1,807",2019
Southeast Asia & India,Philippines,Jan.,Business,"2,726",2019
Southeast Asia & India,Philippines,Feb.,Business,"2,063",2019
Southeast Asia & India,Philippines,Mar.,Business,"2,492",2019
Southeast Asia & India,Philippines,Apr.,Business,"2,215",2019
Southeast Asia & India,Philippines,May,Business,"2,864",2019
Southeast Asia & India,Philippines,Jun.,Business,"2,348",2019
Southeast Asia & India,Philippines,Jul.,Business,"2,499",2019
Southeast Asia & India,Philippines,Aug.,Business,"1,771",2019
Southeast Asia & India,Philippines,Sep.,Business,"2,565",2019
Southeast Asia & India,Philippines,Oct.,Business,"2,915",2019
Southeast Asia & India,Philippines,Nov.,Business,"2,910",2019
Southeast Asia & India,Philippines,Dec.,Business,"2,083",2019
Southeast Asia & India,Singapore,Jan.,Business,"2,774",2019
Southeast Asia & India,Singapore,Feb.,Business,"2,564",2019
Southeast Asia & India,Singapore,Mar.,Business,"3,444",2019
Southeast Asia & India,Singapore,Apr.,Business,"2,990",2019
Southeast Asia & India,Singapore,May,Business,"3,354",2019
Southeast Asia & India,Singapore,Jun.,Business,"3,076",2019
Southeast Asia & India,Singapore,Jul.,Business,"3,236",2019
Southeast Asia & India,Singapore,Aug.,Business,"2,132",2019
Southeast Asia & India,Singapore,Sep.,Business,"3,435",2019
Southeast Asia & India,Singapore,Oct.,Business,"3,395",2019
Southeast Asia & India,Singapore,Nov.,Business,"3,749",2019
Southeast Asia & India,Singapore,Dec.,Business,"2,300",2019
Southeast Asia & India,Thailand,Jan.,Business,"3,065",2019
Southeast Asia & India,Thailand,Feb.,Business,"2,865",2019
Southeast Asia & India,Thailand,Mar.,Business,"3,718",2019
Southeast Asia & India,Thailand,Apr.,Business,"2,647",2019
Southeast Asia & India,Thailand,May,Business,"3,604",2019
Southeast Asia & India,Thailand,Jun.,Business,"3,484",2019
Southeast Asia & India,Thailand,Jul.,Business,"3,136",2019
Southeast Asia & India,Thailand,Aug.,Business,"2,444",2019
Southeast Asia & India,Thailand,Sep.,Business,"3,310",2019
Southeast Asia & India,Thailand,Oct.,Business,"3,710",2019
Southeast Asia & India,Thailand,Nov.,Business,"3,700",2019
Southeast Asia & India,Thailand,Dec.,Business,"2,496",2019
Southeast Asia & India,Vietnam,Jan.,Business,"2,114",2019
Southeast Asia & India,Vietnam,Feb.,Business,"2,489",2019
Southeast Asia & India,Vietnam,Mar.,Business,"3,593",2019
Southeast Asia & India,Vietnam,Apr.,Business,"3,407",2019
Southeast Asia & India,Vietnam,May,Business,"3,228",2019
Southeast Asia & India,Vietnam,Jun.,Business,"3,530",2019
Southeast Asia & India,Vietnam,Jul.,Business,"3,652",2019
Southeast Asia & India,Vietnam,Aug.,Business,"2,894",2019
Southeast Asia & India,Vietnam,Sep.,Business,"3,466",2019
Southeast Asia & India,Vietnam,Oct.,Business,"4,033",2019
Southeast Asia & India,Vietnam,Nov.,Business,"4,443",2019
Southeast Asia & India,Vietnam,Dec.,Business,"2,766",2019
Others,Others,Jan.,Business,"9,014",2019
Others,Others,Feb.,Business,"9,536",2019
Others,Others,Mar.,Business,"12,230",2019
Others,Others,Apr.,Business,"9,734",2019
Others,Others,May,Business,"11,369",2019
Others,Others,Jun.,Business,"10,846",2019
Others,Others,Jul.,Business,"10,630",2019
Others,Others,Aug.,Business,"9,830",2019
Others,Others,Sep.,Business,"13,538",2019
Others,Others,Oct.,Business,"14,727",2019
Others,Others,Nov.,Business,"14,630",2019
Others,Others,Dec.,Business,"7,522",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Jan.,Business,"2,198",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Feb.,Business,"2,495",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Mar.,Business,"3,177",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Apr.,Business,"2,491",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,May,Business,"3,308",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Jun.,Business,"2,913",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Jul.,Business,"2,676",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Aug.,Business,"2,224",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Sep.,Business,"3,593",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Oct.,Business,"3,547",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Nov.,Business,"3,521",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Australia,Dec.,Business,"2,052",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Jan.,Business,"1,706",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Feb.,Business,"1,673",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Mar.,Business,"2,187",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Apr.,Business,"1,763",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,May,Business,"2,129",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Jun.,Business,"1,857",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Jul.,Business,"1,665",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Aug.,Business,"1,192",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Sep.,Business,"1,934",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Oct.,Business,"2,365",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Nov.,Business,"2,462",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Canada,Dec.,Business,"1,401",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Jan.,Business,"3,572",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Feb.,Business,"3,320",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Mar.,Business,"4,375",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Apr.,Business,"3,410",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,May,Business,"3,907",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Jun.,Business,"3,769",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Jul.,Business,"3,204",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Aug.,Business,"1,813",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Sep.,Business,"3,725",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Oct.,Business,"4,367",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Nov.,Business,"4,510",2019
Europe & Nordic Countries & Americas & Australia & Middle East,France,Dec.,Business,"2,473",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Jan.,Business,"4,254",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Feb.,Business,"4,676",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Mar.,Business,"5,438",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Apr.,Business,"3,881",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,May,Business,"5,340",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Jun.,Business,"4,274",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Jul.,Business,"4,288",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Aug.,Business,"2,962",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Sep.,Business,"4,537",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Oct.,Business,"5,264",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Nov.,Business,"6,078",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Germany,Dec.,Business,"2,954",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jan.,Business,"1,612",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Feb.,Business,"1,780",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Mar.,Business,"2,463",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Apr.,Business,"1,475",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,May,Business,"2,143",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jun.,Business,"1,995",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Jul.,Business,"1,780",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Aug.,Business,857,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Sep.,Business,"1,784",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Oct.,Business,"2,477",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Nov.,Business,"2,557",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Italy,Dec.,Business,"1,163",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jan.,Business,368,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Feb.,Business,363,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Mar.,Business,541,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Apr.,Business,273,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,May,Business,414,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jun.,Business,472,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Jul.,Business,332,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Aug.,Business,242,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Sep.,Business,416,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Oct.,Business,467,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Nov.,Business,484,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Mexico,Dec.,Business,224,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Jan.,Business,839,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Feb.,Business,809,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Mar.,Business,"1,265",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Apr.,Business,853,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,May,Business,"1,081",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Jun.,Business,"1,369",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Jul.,Business,"1,099",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Aug.,Business,669,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Sep.,Business,"1,071",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Oct.,Business,"1,244",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Nov.,Business,"1,372",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Middle East,Dec.,Business,747,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Jan.,Business,"1,540",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Feb.,Business,"1,752",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Mar.,Business,"2,086",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Apr.,Business,"1,476",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,May,Business,"2,064",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Jun.,Business,"1,700",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Jul.,Business,"1,000",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Aug.,Business,"1,184",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Sep.,Business,"1,959",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Oct.,Business,"2,178",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Nov.,Business,"2,576",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Nordic Countries,Dec.,Business,"1,257",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Jan.,Business,"1,237",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Feb.,Business,"1,333",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Mar.,Business,"1,923",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Apr.,Business,"2,010",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,May,Business,"1,638",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Jun.,Business,"1,582",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Jul.,Business,"1,884",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Aug.,Business,"1,319",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Sep.,Business,"2,085",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Oct.,Business,"2,299",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Nov.,Business,"3,012",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Russia,Dec.,Business,"1,259",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Jan.,Business,760,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Feb.,Business,697,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Mar.,Business,"1,039",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Apr.,Business,643,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,May,Business,913,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Jun.,Business,780,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Jul.,Business,900,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Aug.,Business,432,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Sep.,Business,808,2019
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Oct.,Business,"1,069",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Nov.,Business,"1,027",2019
Europe & Nordic Countries & Americas & Australia & Middle East,Spain,Dec.,Business,495,2019
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Jan.,Business,"4,267",2019
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Feb.,Business,"4,294",2019
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Mar.,Business,"5,248",2019
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Apr.,Business,"3,936",2019
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,May,Business,"5,140",2019
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Jun.,Business,"4,981",2019
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Jul.,Business,"4,448",2019
Europe & Nordic Countries & Americas & Australia & Middle East,United Kingdom,Aug.,Business,"3,237",2019
